,section,name,side,vertices
1247,254,Pn,R,"[[22138.6119981, 15395.31103699], [21994.88433331, 15377.02556808], [21859.28274173, 15350.86819127], [21723.68115015, 15324.71081445], [21596.20563179, 15290.68152974], [21468.73011343, 15256.65224502], [21357.5067415, 15206.87914448], [21262.535516, 15141.36222814], [21183.81643694, 15060.10149598], [21121.3495043, 14963.09694801], [21067.00864488, 14858.22049213], [21020.79385868, 14745.47212834], [20958.32692605, 14648.46758037], [20912.11213985, 14535.71921659], [20874.02342686, 14415.09894489], [20827.80864066, 14302.35058111], [20781.59385445, 14189.60221732], [20735.37906825, 14076.85385354], [20689.16428205, 13964.10548975], [20683.57986193, 13811.99758643], [20733.35296246, 13700.7742145], [20806.86886936, 13605.93007166], [20872.38578571, 13510.95884616], [20929.9037115, 13415.86053801], [21003.29253575, 13329.01538573], [21108.16899163, 13274.67452631], [21227.89968474, 13292.57874725], [21314.74483702, 13365.96757151], [21377.21176965, 13462.97211948], [21415.30048264, 13583.59239117], [21453.38919562, 13704.21266286], [21499.60398183, 13816.96102665], [21537.69269481, 13937.58129834], [21583.90748102, 14050.32966212], [21638.24834044, 14155.206118], [21684.46312664, 14267.95448179], [21738.80398606, 14372.83093767], [21801.27091869, 14469.83548564], [21863.73785132, 14566.84003361], [21934.33085717, 14655.97267368], [22004.92386302, 14745.10531374], [22083.64294209, 14826.3660459], [22154.23594794, 14915.49868597], [22208.57680736, 15020.37514184], [22230.41337391, 15156.73922935], [22244.12386725, 15300.97522476], [22162.86313509, 15379.69430383]]"
1248,346,DC,R,"[[18903.35194612, 12719.01368226], [18814.4099827, 12645.51996046], [18734.24514568, 12564.8874676], [18654.08030865, 12484.25497474], [18556.36121884, 12417.90002401], [18441.08787625, 12365.82261541], [18325.81453365, 12313.7452068], [18192.98693827, 12275.94534032], [18068.93646928, 12231.00670278], [17962.44025308, 12171.79052311], [17891.05254245, 12084.01925919], [17810.88770542, 12003.38676633], [17721.945742, 11929.89304454], [17641.78090498, 11849.26055168], [17570.39319434, 11761.48928776], [17490.22835732, 11680.8567949], [17418.84064668, 11593.08553098], [17448.68256443, 11459.43875793], [17586.4252258, 11449.49093205], [17731.30665823, 11448.32023255], [17876.18809066, 11447.14953305], [18021.06952309, 11445.97883356], [18158.81218445, 11436.03100767], [18310.83238794, 11443.63743456], [18452.43710972, 11474.29852998], [18585.26470509, 11512.09839646], [18691.7609213, 11571.31457612], [18780.70288472, 11644.80829792], [18860.86772174, 11725.44079078], [18923.47830598, 11820.35082576], [18950.98038466, 11943.815945], [18987.25958972, 12060.14229318], [19014.76166839, 12183.60741242], [19015.93236789, 12328.48884485], [18992.41004354, 12478.87069301], [18955.42935473, 12603.74033966]]"
1249,185,Sp5C,L,"[[32626.34747988, 17230.95390663], [32557.72701113, 17210.14505739], [32489.10654239, 17189.33620815], [32438.7158179, 17152.01701797], [32370.09534916, 17131.20816873], [32319.70462467, 17093.88897855], [32269.31390019, 17056.56978837], [32200.69343144, 17035.76093913], [32150.30270695, 16998.44174895], [32099.91198247, 16961.12255876], [32049.52125798, 16923.80336858], [31999.1305335, 16886.4841784], [31948.73980901, 16849.16498822], [31898.34908453, 16811.84579804], [31847.95836004, 16774.52660786], [31797.56763556, 16737.20741767], [31747.17691107, 16699.88822749], [31696.78618659, 16662.56903731], [31646.3954621, 16625.24984713], [31596.00473762, 16587.93065695], [31545.61401313, 16550.61146677], [31495.22328865, 16513.29227658], [31444.83256416, 16475.9730864], [31394.44183968, 16438.65389622], [31344.05111519, 16401.33470604], [31293.66039071, 16364.01551586], [31243.26966622, 16326.69632568], [31192.87894174, 16289.37713549], [31160.71796152, 16235.54760437], [31110.32723703, 16198.22841419], [31078.16625681, 16144.39888306], [31027.77553232, 16107.07969288], [30995.6145521, 16053.25016176], [30963.45357187, 15999.42063064], [30913.06284739, 15962.10144045], [30880.90186716, 15908.27190933], [30848.74088694, 15854.44237821], [30852.17969358, 15784.9622078], [30872.12884116, 15733.71178166], [30910.307733, 15665.95101457], [30947.62692318, 15615.56029009], [31034.47713619, 15619.85879838], [31121.3273492, 15624.15730668], [31191.66722126, 15610.22607072], [31223.82820149, 15664.05560184], [31274.21892597, 15701.37479202], [31324.60965046, 15738.69398221], [31375.00037494, 15776.01317239], [31407.16135516, 15829.84270351], [31439.32233539, 15883.67223463], [31453.25357135, 15954.0121067], [31485.41455158, 16007.84163782], [31517.5755318, 16061.67116895], [31549.73651202, 16115.50070007], [31563.66774799, 16185.84057214], [31595.82872821, 16239.67010326], [31646.2194527, 16276.98929344], [31678.38043292, 16330.81882456], [31728.7711574, 16368.13801475], [31779.16188189, 16405.45720493], [31829.55260637, 16442.77639511], [31879.94333086, 16480.09558529], [31948.56379961, 16500.90443453], [31998.95452409, 16538.22362471], [32049.34524858, 16575.54281489], [32099.73597306, 16612.86200508], [32150.12669755, 16650.18119526], [32200.51742203, 16687.50038544], [32250.90814652, 16724.81957562], [32301.298871, 16762.1387658], [32351.68959549, 16799.45795598], [32402.08031997, 16836.77714617], [32452.47104446, 16874.09633635], [32484.63202468, 16927.92586747], [32535.02274916, 16965.24505765], [32567.18372939, 17019.07458878], [32617.57445387, 17056.39377896], [32613.27594558, 17143.24399197], [32627.20718154, 17213.58386403]]"
1250,333,DC,R,"[[19553.98602682, 13095.99537079], [19510.63832495, 12986.11827243], [19467.29062307, 12876.24117408], [19397.28068603, 12787.36705684], [19273.94627864, 12740.49890183], [19115.06222435, 12721.63472164], [18956.17817007, 12702.77054145], [18823.95635096, 12662.90338014], [18709.50935529, 12609.03423143], [18612.83718308, 12541.1630953], [18516.16501086, 12473.29195918], [18428.38025037, 12398.41982935], [18358.37031332, 12309.54571211], [18392.17968993, 12160.49227856], [18480.11059816, 12098.42654423], [18590.93090552, 12047.13463964], [18692.86380116, 12002.84372876], [18796.68311482, 11942.66441245], [18920.56220058, 11917.09153402], [19072.44526116, 11927.06830249], [19197.66608656, 11958.04805207], [19321.00049395, 12004.91620708], [19417.67266617, 12072.7873432], [19505.45742666, 12147.65947303], [19593.24218716, 12222.53160286], [19654.36471248, 12318.4067138], [19706.59982608, 12421.28281845], [19749.94752795, 12531.1599168], [19739.97075948, 12683.04297738], [19722.0497883, 12833.98282895], [19660.23643687, 12947.48661561], [19592.36530075, 13044.15878782]]"
1251,305,IC,S,"[[18772.24219509, 8821.43259884], [18685.34951999, 8818.10097969], [18598.45684489, 8814.76936055], [18511.56416978, 8811.4377414], [18424.67149468, 8808.10612226], [18337.77881957, 8804.77450312], [18358.48897374, 8718.54815184], [18361.15426905, 8649.03401176], [18381.19809939, 8580.1861955], [18401.24192973, 8511.33837925], [18438.66429508, 8443.15688682], [18474.75401278, 8409.73246444], [18511.51005431, 8358.92950703], [18548.26609584, 8308.12654963], [18602.40067239, 8257.98991605], [18639.15671392, 8207.18695865], [18675.91275545, 8156.38400124], [18712.66879697, 8105.58104384], [18749.4248385, 8054.77808643], [18786.18088003, 8003.97512903], [18822.93692156, 7953.17217162], [18859.69296309, 7902.36921422], [18896.44900462, 7851.56625681], [18932.53872232, 7818.14183443], [18986.67329887, 7768.00520085], [19022.76301657, 7734.58077847], [19059.51905809, 7683.77782106], [19113.65363464, 7633.64118748], [19149.74335234, 7600.2167651], [19203.87792889, 7550.08013152], [19257.34618161, 7517.32203297], [19310.81443433, 7484.56393441], [19364.28268706, 7451.80583586], [19400.37240475, 7418.38141348], [19453.84065748, 7385.62331492], [19507.3089102, 7352.86521636], [19560.77716292, 7320.10711781], [19614.91173947, 7269.97048423], [19668.37999219, 7237.21238568], [19721.84824491, 7204.45428712], [19775.31649763, 7171.69618857], [19828.78475035, 7138.93809001], [19882.25300307, 7106.17999146], [19935.72125579, 7073.4218929], [19989.18950851, 7040.66379435], [20042.65776123, 7007.90569579], [20096.12601395, 6975.14759724], [20149.59426667, 6942.38949868], [20185.68398437, 6908.9650763], [20239.15223709, 6876.20697774], [20293.28681364, 6826.07034417], [20346.75506636, 6793.31224561], [20400.22331908, 6760.55414706], [20436.31303678, 6727.12972467], [20507.15982452, 6695.03794995], [20577.34028844, 6680.32471024], [20630.80854116, 6647.56661169], [20700.98900507, 6632.85337198], [20753.79093396, 6617.47380845], [20806.59286285, 6602.09424491], [20839.35096141, 6655.56249763], [20890.15391881, 6692.31853916], [20922.91201737, 6745.78679188], [20955.67011592, 6799.2550446], [20988.42821448, 6852.72329732], [20985.09659533, 6939.61597243], [20981.76497619, 7026.50864753], [20978.43335705, 7113.40132264], [20975.1017379, 7200.29399774], [20971.77011876, 7287.18667285], [20951.72628842, 7356.0344891], [20931.68245808, 7424.88230536], [20929.01716277, 7494.39644544], [20908.3070086, 7580.62279671], [20888.92950209, 7632.09207795], [20851.50713674, 7700.27357037], [20831.4633064, 7769.12138663], [20812.08579989, 7820.59066786], [20774.66343454, 7888.77216029], [20755.28592803, 7940.24144152], [20718.5298865, 7991.04439893], [20681.77384497, 8041.84735633], [20645.01780344, 8092.65031374], [20608.26176191, 8143.45327114], [20554.12718536, 8193.58990472], [20517.37114384, 8244.39286212], [20481.28142614, 8277.81728451], [20427.81317342, 8310.57538306], [20374.3449207, 8343.33348162], [20320.87666797, 8376.09158017], [20266.74209142, 8426.22821375], [20213.2738387, 8458.98631231], [20160.47190981, 8474.36587584], [20107.00365709, 8507.12397439], [20036.15686935, 8539.21574912], [19983.35494046, 8554.59531266], [19912.50815272, 8586.68708738], [19859.70622383, 8602.06665092], [19789.52575991, 8616.77989062], [19719.345296, 8631.49313033], [19649.16483209, 8646.20637003], [19578.98436818, 8660.91960974], [19508.80390426, 8675.63284944], [19438.62344035, 8690.34608915], [19368.44297644, 8705.05932885], [19298.26251252, 8719.77256856], [19228.08204861, 8734.48580826], [19157.9015847, 8749.19904797], [19070.34258577, 8763.24596385], [19000.16212185, 8777.95920355], [18929.98165794, 8792.67244326], [18860.46751786, 8790.00714794], [18790.28705394, 8804.72038765]]"
1252,234,SC,S,"[[22197.34014437, 8106.62786091], [22110.39721281, 8105.0905497], [22058.84637837, 8069.39099035], [22024.99159247, 8016.61030693], [21991.13680658, 7963.82962352], [21974.97806924, 7893.96781603], [21941.12328334, 7841.18713261], [21924.964546, 7771.32532513], [21926.50185721, 7684.38239357], [21910.34311987, 7614.52058609], [21894.18438253, 7544.6587786], [21878.02564519, 7474.79697112], [21879.5629564, 7387.85403956], [21881.10026761, 7300.91110801], [21882.63757882, 7213.96817645], [21901.2560141, 7144.72129345], [21902.79332532, 7057.7783619], [21904.33063653, 6970.83543035], [21922.94907181, 6901.58854734], [21958.9560934, 6832.64912659], [21977.26706644, 6780.7908299], [22012.96662579, 6729.23999545], [22048.97364738, 6660.30057469], [22084.67320673, 6608.74974024], [22120.06530383, 6574.58749211], [22173.15344949, 6523.3441199], [22208.85300884, 6471.79328545], [22261.63369226, 6437.93849956], [22297.02578937, 6403.77625142], [22350.11393503, 6352.53287922], [22385.50603213, 6318.37063108], [22438.59417779, 6267.12725887], [22491.37486121, 6233.27247298], [22526.76695831, 6199.11022484], [22579.54764173, 6165.25543895], [22632.63578739, 6114.01206674], [22668.0278845, 6079.84981861], [22720.80856792, 6045.99503271], [22773.89671357, 5994.75166051], [22826.67739699, 5960.89687461], [22879.45808041, 5927.04208872], [22931.93130158, 5910.57588914], [23002.10057131, 5877.02856548], [23037.49266842, 5842.86631735], [23107.66193815, 5809.31899369], [23160.13515932, 5792.85279411], [23230.30442905, 5759.30547046], [23283.08511247, 5725.45068456], [23335.55833364, 5708.98448498], [23405.72760337, 5675.43716133], [23458.20082454, 5658.97096175], [23528.37009427, 5625.42363809], [23598.23190176, 5609.26490075], [23668.09370924, 5593.10616341], [23737.95551673, 5576.94742607], [23807.81732421, 5560.78868873], [23877.37166946, 5562.0185377], [23964.62206325, 5546.1672626], [24034.48387074, 5530.00852526], [24121.42680229, 5531.54583647], [24208.36973385, 5533.08314768], [24278.23154133, 5516.92441034], [24365.17447289, 5518.46172155], [24452.11740444, 5519.99903277], [24521.36428744, 5538.61746805], [24590.61117044, 5557.23590333], [24659.85805344, 5575.85433861], [24746.800985, 5577.39164982], [24816.047868, 5596.0100851], [24867.59870245, 5631.70964445], [24954.541634, 5633.24695566], [25023.788517, 5651.86539094], [25075.33935145, 5687.56495029], [25144.58623445, 5706.18338557], [25213.83311745, 5724.80182085], [25283.08000045, 5743.42025613], [25352.32688345, 5762.03869141], [25421.57376645, 5780.65712669], [25508.51669801, 5782.1944379], [25560.06753245, 5817.89399725], [25611.6183669, 5853.5935566], [25645.4731528, 5906.37424002], [25697.02398724, 5942.07379937], [25748.57482169, 5977.77335872], [25782.42960759, 6030.55404213], [25816.28439348, 6083.33472555], [25832.44313082, 6153.19653304], [25848.60186816, 6223.05834052], [25847.06455695, 6310.00127208], [25845.52724574, 6396.94420363], [25861.68598308, 6466.80601112], [25860.14867187, 6553.74894267], [25858.61136066, 6640.69187422], [25857.07404944, 6727.63480578], [25855.53673823, 6814.57773733], [25853.99942702, 6901.52066889], [25835.38099174, 6970.76755189], [25816.76255646, 7040.01443489], [25781.06299711, 7091.56526933], [25745.6709, 7125.72751747], [25709.97134065, 7177.27835192], [25656.883195, 7228.52172412], [25621.49109789, 7262.68397226], [25551.6292904, 7278.8427096], [25464.68635885, 7277.30539839], [25377.7434273, 7275.76808718], [25308.49654429, 7257.1496519], [25221.55361274, 7255.61234069], [25152.30672974, 7236.9939054], [25065.36379819, 7235.45659419], [24995.5019907, 7251.61533153], [24908.55905915, 7250.07802032], [24821.61612759, 7248.54070911], [24751.75432011, 7264.69944645], [24664.81138855, 7263.16213524], [24594.94958107, 7279.32087258], [24508.00664951, 7277.78356137], [24438.14484203, 7293.94229871], [24351.20191047, 7292.4049875], [24263.95151668, 7308.2562626], [24194.39717143, 7307.02641363], [24124.53536395, 7323.18515097], [24054.67355646, 7339.34388831], [23967.73062491, 7337.8065771], [23897.86881742, 7353.96531444], [23828.00700994, 7370.12405178], [23741.06407838, 7368.58674057], [23670.89480866, 7402.13406422], [23618.42158748, 7418.6002638], [23548.55977999, 7434.75900114], [23495.77909658, 7468.61378704], [23425.60982685, 7502.16111069], [23373.13660567, 7518.62731027], [23303.27479819, 7534.78604762], [23233.4129907, 7550.94478496], [23180.63230729, 7584.79957085], [23110.46303756, 7618.3468945], [23057.98981638, 7634.81309409], [22987.82054666, 7668.36041774], [22935.34732548, 7684.82661732], [22865.17805575, 7718.37394097], [22812.70483458, 7734.84014056], [22742.53556485, 7768.38746421], [22689.75488143, 7802.2422501], [22637.28166026, 7818.70844969], [22584.1935146, 7869.95182189], [22531.41283118, 7903.80660779], [22478.63214776, 7937.66139368], [22425.85146435, 7971.51617958], [22373.07078093, 8005.37096547], [22320.29009751, 8039.22575136], [22267.81687634, 8055.69195095], [22215.03619292, 8089.54673684]]"
1253,202,7n,L,"[[25174.80880735, 12974.20635296], [25014.95994092, 12967.25366292], [24871.79123013, 12945.01135524], [24787.0030641, 12869.25538582], [24809.24537178, 12726.08667503], [24892.99378452, 12641.64614351], [25006.97379804, 12598.55836661], [25158.48258665, 12613.15586546], [25276.63106397, 12658.3325996], [25361.41922999, 12734.08856902], [25404.5070069, 12848.06858254], [25328.75103748, 12932.85674856], [25215.11865846, 12967.95208214]]"
1254,204,Tz,L,"[[22224.42140788, 15939.10648293], [21957.44177467, 15860.25567787], [21831.17693468, 15821.97787512], [21721.68219863, 15768.50916673], [21603.80241061, 15722.63591116], [21469.15251866, 15691.95356123], [21342.88767867, 15653.67575847], [21233.39294262, 15600.20705009], [21140.6683105, 15531.54743606], [21073.09883428, 15440.10146358], [21022.29946199, 15333.46458546], [21005.55402573, 15163.98139943], [21091.67071239, 15119.5383754], [21254.31732003, 15176.72367328], [21355.42700412, 15237.78783449], [21464.92174017, 15291.25654288], [21566.03142426, 15352.32070409], [21675.52616031, 15405.78941247], [21785.02089636, 15459.25812086], [21902.90068438, 15505.13137643], [22020.7804724, 15551.004632], [22526.98897568, 15742.76526025], [22919.95421685, 15927.23494711], [23019.54815879, 16028.44989512], [22993.46757141, 16129.12443382], [22738.87194616, 16070.58742489]]"
1255,127,Sp5C,L,"[[24822.72402994, 15161.76822353], [24774.49013963, 15121.700295], [24764.49833132, 15050.69367063], [24754.506523, 14979.68704627], [24744.51471469, 14908.6804219], [24734.52290637, 14837.67379753], [24724.53109805, 14766.66717316], [24733.66033073, 14680.19120087], [24723.66852241, 14609.1845765], [24732.79775509, 14522.70860421], [24741.92698777, 14436.23263192], [24751.05622045, 14349.75665963], [24760.18545313, 14263.28068734], [24769.3146858, 14176.80471505], [24778.44391848, 14090.32874275], [24820.33769354, 14024.79965799], [24858.57977553, 13993.86096215], [24912.29120544, 13982.0433073], [24960.52509574, 14022.11123582], [25008.75898604, 14062.17916434], [25037.87183535, 14117.71644079], [25066.98468466, 14173.25371723], [25076.97649298, 14244.2603416], [25067.8472603, 14330.73631389], [25077.83906862, 14401.74293826], [25068.70983594, 14488.21891055], [25059.58060326, 14574.69488284], [25050.45137059, 14661.17085513], [25041.32213791, 14747.64682743], [25032.19290523, 14834.12279972], [25007.59432463, 14901.47773101], [24982.99574403, 14968.83266231], [24958.39716343, 15036.18759361], [24935.62442937, 15086.24733045], [24895.55650084, 15134.48122075]]"
1256,299,Sp5C,R,"[[27046.7212159, 16357.37447293], [26960.10202142, 16349.72255682], [26873.48282693, 16342.07064071], [26786.86363245, 16334.4187246], [26719.09866009, 16310.97335282], [26670.18790984, 16271.73452536], [26602.42293748, 16248.28915358], [26534.65796511, 16224.8437818], [26485.74721487, 16185.60495434], [26436.83646462, 16146.36612688], [26387.92571437, 16107.12729942], [26339.01496413, 16067.88847196], [26290.10421388, 16028.64964451], [26241.19346363, 15989.41081705], [26211.13693551, 15934.37853391], [26162.22618526, 15895.13970646], [26113.31543501, 15855.900879], [26083.25890688, 15800.86859587], [26034.34815664, 15761.62976841], [26004.29162851, 15706.59748527], [25974.23510038, 15651.56520214], [25944.17857225, 15596.53291901], [25914.12204413, 15541.50063588], [25884.065516, 15486.46835274], [25854.00898787, 15431.43606961], [25823.95245974, 15376.40378648], [25812.75015373, 15305.57804767], [25801.54784772, 15234.75230886], [25771.49131959, 15179.72002573], [25741.43479147, 15124.68774259], [25711.37826334, 15069.65545946], [25700.17595733, 14998.82972065], [25688.97365132, 14928.00398185], [25677.77134531, 14857.17824304], [25666.5690393, 14786.35250423], [25690.01441108, 14718.58753187], [25697.66632719, 14631.96833738], [25738.43553787, 14565.73374824], [25744.55707076, 14496.43839265], [25752.20898687, 14409.81919817], [25741.00668086, 14338.99345936], [25729.80437485, 14268.16772056], [25699.74784672, 14213.13543742], [25688.54554071, 14142.30969861], [25677.3432347, 14071.48395981], [25647.28670657, 14016.45167667], [25617.23017844, 13961.41939354], [25587.17365031, 13906.38711041], [25557.11712219, 13851.35482727], [25564.76903829, 13764.73563279], [25604.00786575, 13715.82488255], [25644.77707643, 13649.5902934], [25682.48552067, 13618.00338205], [25737.5178038, 13587.94685393], [25809.87392583, 13559.42070902], [25880.69966464, 13548.21840301], [25948.464637, 13571.66377479], [26035.08383149, 13579.3156909], [26121.70302597, 13586.96760701], [26189.46799833, 13610.41297879], [26276.08719282, 13618.0648949], [26343.85216518, 13641.51026668], [26411.61713755, 13664.95563847], [26479.38210991, 13688.40101025], [26547.14708227, 13711.84638203], [26596.05783252, 13751.08520949], [26644.96858277, 13790.32403695], [26675.0251109, 13845.35632008], [26723.93586114, 13884.59514754], [26735.13816715, 13955.42088635], [26765.19469528, 14010.45316948], [26795.25122341, 14065.48545261], [26825.30775154, 14120.51773575], [26836.51005755, 14191.34347456], [26847.71236356, 14262.16921336], [26877.76889168, 14317.2014965], [26888.97119769, 14388.0272353], [26900.1735037, 14458.85297411], [26911.37580971, 14529.67871292], [26922.57811572, 14600.50445173], [26933.78042173, 14671.33019054], [26944.98272774, 14742.15592934], [26975.03925587, 14797.18821248], [26986.24156188, 14868.01395128], [26997.44386789, 14938.83969009], [27027.50039602, 14993.87197323], [27057.55692415, 15048.90425636], [27087.61345227, 15103.93653949], [27117.6699804, 15158.96882262], [27147.72650853, 15214.00110576], [27177.78303666, 15269.03338889], [27207.83956479, 15324.06567202], [27237.89609291, 15379.09795516], [27267.95262104, 15434.13023829], [27298.00914917, 15489.16252142], [27328.0656773, 15544.19480456], [27339.26798331, 15615.02054336], [27369.32451144, 15670.0528265], [27361.67259533, 15756.67202098], [27354.02067922, 15843.29121546], [27346.36876311, 15929.91040994], [27322.92339133, 15997.67538231], [27301.00840277, 16048.11651578], [27260.23919209, 16114.35110492], [27236.7938203, 16182.11607728], [27213.34844852, 16249.88104965], [27175.64000428, 16281.467961], [27119.07733793, 16328.84832802], [27065.57543802, 16341.58101725]]"
1257,306,Sp5O,R,"[[21249.00800338, 13553.01900962], [20846.01442265, 13509.68266829], [20689.09374716, 13214.31936145], [20862.47082353, 12948.93140546], [21025.53499154, 12820.2172919], [21169.86849937, 12744.77344438], [21599.64724484, 12763.97786391], [22007.8130757, 12769.29221801], [22218.50936847, 12767.50757356], [22469.71506374, 12723.1604106], [22660.35407485, 12800.10457547], [22770.30593632, 12955.80914156], [22818.00124488, 13203.9983466], [22683.57793805, 13334.20490933], [21920.08224313, 13473.11355098], [21515.95946051, 13512.68330299], [21371.76018847, 13524.31496463]]"
1258,333,Sp5I,R,"[[21167.63752059, 15430.94928339], [21002.75563869, 15374.90021572], [20886.75821852, 15301.28393314], [20816.72650928, 15147.36560348], [20778.74173458, 14942.67930523], [20720.74529485, 14709.61274761], [20656.756305, 14548.61645459], [20594.41367164, 14395.61479372], [20449.74867251, 14235.39835766], [20334.19362045, 14070.85396462], [20399.69669569, 13935.69314232], [20583.16734051, 13770.40536564], [20791.70729504, 13678.29150343], [20989.31562993, 13634.26400933], [21188.12795323, 13689.15925786], [21420.19119947, 13792.20928042], [21691.83540766, 14042.94793217], [21885.0930082, 14471.50216747], [21886.02337294, 14747.15508042], [21781.44556905, 14992.03345315], [21710.30566921, 15261.69381597], [21619.59647243, 15412.04580897], [21474.89499999, 15470.17906053], [21250.07846154, 15458.97381722]]"
1259,304,LRt,R,"[[23916.68051069, 15911.56250835], [23773.13803664, 15891.87601187], [23646.00049866, 15856.60496943], [23543.47036476, 15797.95710805], [23432.73776284, 15747.10151965], [23313.80269289, 15704.03820423], [23194.86762293, 15660.97488881], [23084.13502101, 15610.11930041], [22981.60488712, 15551.47143903], [22887.27722126, 15485.03130467], [22792.9495554, 15418.59117031], [22698.62188954, 15352.15103596], [22661.71149991, 15231.16499074], [22736.14900477, 15137.04242241], [22856.72485493, 15116.12677378], [23000.26732898, 15135.81327026], [23119.20239894, 15178.87658568], [23229.93500086, 15229.73217408], [23348.87007081, 15272.7954895], [23467.80514077, 15315.85880492], [23586.74021072, 15358.92212034], [23697.47281265, 15409.77770874], [23808.20541457, 15460.63329714], [23927.14048452, 15503.69661256], [24054.27802251, 15538.967655], [24165.01062443, 15589.8232434], [24275.74322635, 15640.6788318], [24265.07958801, 15744.43955085], [24191.0522782, 15822.56737817], [24085.65077894, 15875.88270387], [23956.87246075, 15904.59062547]]"
1260,154,VLL,L,"[[20843.8469352, 14026.31149385], [20701.49515945, 13999.3305387], [20619.26756848, 13920.80268833], [20562.80748526, 13820.18331145], [20514.9365713, 13712.2000924], [20484.24399585, 13589.48918901], [20470.7297589, 13452.05060127], [20490.34687189, 13301.10965627], [20546.78319573, 13193.11455753], [20632.67488827, 13119.47613581], [20755.9984552, 13080.80705464], [20877.48403152, 13066.06749062], [20994.0682995, 13115.13997229], [21059.11755197, 13208.395507], [21098.39929668, 13323.74256822], [21103.32436437, 13468.54499813], [21091.07109356, 13628.07511239], [21056.72629623, 13761.83771888], [21037.72184678, 13904.80215817], [20966.55783859, 13995.6189184]]"
1261,233,IC,S,"[[26337.22024359, 9072.44132929], [26268.98829597, 9050.39187891], [26237.80847714, 8995.98814772], [26206.62865832, 8941.58441652], [26175.44883949, 8887.18068533], [26162.79508506, 8816.59981372], [26150.14133063, 8746.01894212], [26137.4875762, 8675.43807051], [26124.83382177, 8604.85719891], [26130.70613174, 8518.0991869], [26118.05237731, 8447.51831529], [26123.92468728, 8360.76030328], [26111.27093285, 8290.17943167], [26117.14324282, 8203.42141966], [26123.01555278, 8116.66340764], [26110.36179835, 8046.08253604], [26097.70804392, 7975.50166444], [26085.05428949, 7904.92079283], [26072.40053506, 7834.33992123], [26059.74678064, 7763.75904962], [26028.56696181, 7709.35531843], [26015.91320738, 7638.77444682], [26003.25945295, 7568.19357522], [26025.30890333, 7499.9616276], [26047.3583537, 7431.72967998], [26069.40780408, 7363.49773236], [26141.16313768, 7333.49237553], [26195.56686887, 7302.31255671], [26248.79613807, 7288.48434028], [26320.55147167, 7258.47898345], [26391.13234328, 7245.82522902], [26460.53875289, 7250.523077], [26548.4712269, 7239.04378456], [26600.5260341, 7242.56717054], [26687.28404612, 7248.43948051], [26774.04205813, 7254.31179047], [26860.80007015, 7260.18410044], [26910.50595337, 7298.41069123], [26960.21183659, 7336.63728201], [27028.44378421, 7358.68673239], [27078.14966743, 7396.91332317], [27090.80342186, 7467.49419478], [27103.45717629, 7538.07506638], [27116.11093072, 7608.65593799], [27128.76468515, 7679.23680959], [27122.89237518, 7765.99482161], [27135.54612961, 7836.57569321], [27129.67381964, 7923.33370522], [27123.80150968, 8010.09171724], [27117.92919971, 8096.84972925], [27112.05688974, 8183.60774127], [27090.00743937, 8251.83968888], [27067.95798899, 8320.0716365], [27047.08300061, 8370.95198172], [27007.68194783, 8438.00946734], [26969.45535704, 8487.71535056], [26931.22876626, 8537.42123378], [26893.00217547, 8587.12711701], [26854.77558468, 8636.83300023], [26816.5489939, 8686.53888345], [26778.32240311, 8736.24476667], [26740.09581233, 8785.95064989], [26703.04368354, 8818.30493071], [26664.81709275, 8868.01081393], [26609.23889956, 8916.54223516], [26571.01230878, 8966.24811838], [26533.96017998, 8998.6023992], [26479.55644879, 9029.78221803], [26408.97557718, 9042.43597246]]"
